dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
Dad just said if Obama win on Tuesday he is move to Cuba  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
August 4th 2012 Catch me LIVE at Pomona Fairplex for ||T|| with ||T|| ||T|| ||T|| ||T|| and MORE !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
August 4th 2012 Catch me LIVE at Pomona Fairplex for | | T | | with | | T | | | | T | | | | T | | | | T | | and MORE !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
||T|| Riot Fest fan hear everi kind of rock under the sun Chicago Sun-Tim ||U||  neutral 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Then what are you do now ? Busi With work ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Are you home now my dad is go to pick me up from school mayb you can meet me at my place if you have the car  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
at GingerRican ||T|| Leav my vanilla fudg alon amigo She miss her chocol Lol meant to call you Friday but will do soon  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Anoth seri would show up anyway  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Want to see Wild Thing on Friday against the Chicago Bull ? ! ? ! ? Comment and Like to win a pair of ticket ! ||U||  positive 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 
Do n't forget it is Youth soccer make up game tonight Oct 4th at the Enterpris Elementari School Field Check. ||U||  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Perhap we should have a BBC realiti televis afternoon ?  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
I 'm come back to to Dayton Novemb 15th for half the day Pretti excit to see everyon again  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I still maintain that Bori Bike may be the best way to see London.  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
field hockey beat for the Big East regular season titl on Saturday My stori for ||T|| ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
All prep for the futur Bookin up for the UK 70.3 Ironman in June then plannin on do the Ironman Wale Dependingon race commit of cours  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| Thank you and improud of you to gettin that OGT done ! and Instant Messag gone come in December ! We still make that trip to church ! ?  positive 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
| | T | | Thank you and improud of you to gettin that OGT done ! and Instant Messag gone come in Decemb ! We still make that trip to church ! ?  neutral 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
| | T | | Thank you and improud of you to gettin that OGT done ! and Instant Messag gone come in Decemb ! We still make that trip to church ! ?  neutral 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
at iballindia I wish kareena kapoor a veri happi birthday may thi 'heroine be bless with nation award  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Comput secur firm Sopho confirm on Tuesday suspicion that Mac comput around the world are ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Comput secur firm Sopho confirm on Tuesday suspicion that Mac comput around the world are | | U | |  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Comput secur firm Sopho confirm on Tuesday suspicion that Mac comput around the world are | | U | |  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Comput secur firm Sopho confirm on Tuesday suspicion that Mac comput around the world are | | U | |  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Sit down with U Senat Debbi Stabenow on Tuesday for a chat about Washington the election debt ceiling and more Stay tune  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Bionic Commando Dark Void Devil May Cri 4 Resid Evil 5 6 &amp Op Raccoon City Lost Planet 2 Asura 's Wrath the proof is there  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Thi weekend is the Polish Festival and the Firefli parti at TFAW All that stand in the way is Friday  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Thi weekend is the Polish Festiv and the Firefli parti at TFAW All that stand in the way is Friday  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Fez and I tri all weekend with no luck  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
Marguerit the Photograph Irish Heather Gastown Vancouv Happi St Patrick 's Day everybodi ! ! ! ! (17 Mar 2012 ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Wish I wa with the full Eastern Crew on a Saturday especi St Patti damn would of been priceless yeah feel me  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
Wish I wa with the full Eastern Crew on a Saturday especi St Patti damn would of been priceless yeah feel me  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
Forum Post ID 96738 Sunday Histori Photo / Qld A littl late today we all know what camper say about Genera. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
One of the classic rivalri from the EPL era is renew on Sunday when MANCHEST UTD and Newcastl Utd meet at St Jame Park !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
I like a ||T|| video ||U|| THSK 4th Live Tour 27/31 We are + Break up the she  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Now I get it Moebiu and Ray Bradburi went befor to be at Neil Armstrong 's 2nd landing. Dreamer ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Not Black Enough Miss Teen USA Talk Be Bulli On Saturday 18-year-old Logan West made histori when she b. ||U||  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Not Black Enough Miss Teen USA Talk Be Bulli On Saturday 18-year-old Logan West made histori when she b | | U | |  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
If it seem to see my web log that I say about one band more pleasant thing than about anoth so it mean that I love 1st more than 2nd,you 're wrong  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
2nd Halloween with ||T|| Peopl of the Capitol I love that corseted blue hair woman ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Grandeza Mexicana Danc Academi would like to invit you to our 6th annual showcas ! Pleas come and support e1 &lt 3  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
RT/rationalsupport2012DOOR Next Gener Beta 3 We pleas to announc avail of the 3rd instal for DOOR Next Genera.  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
RT/rationalsupport2012DOOR Next Gener Beta 3 We plea to announc avail of the 3rd instal for DOOR Next Genera  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Omg thi time tomorrow I will be sun it up in Hvar ! Croatia here we come ! ! !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
Holiday in the eastern part of the peninsula which incorpor Hat Yai and Koh Samui are greatest carri out from Decemb to June  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
i 'm go to do the sydney dalton diet right befor school so on the 4th day dure school i go look fabul hug and kiss  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
And you are right about the season  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Pearl Jam 's Jeff Ament new project RNDM here 's the first singl Modern Times ||U|| album 'Act out Oct 26th ||T||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Me Pi day is March 14th you know becaus Pi is 3.14 ||T|| Oh yeah...I wa think of 411  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Me Pi day is March 14th you know becau Pi is 3.14 | | T | | Oh yeah...I wa think of 411  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Wonder how long it will take to find out who won the 5th seat in Brindabella and who the Chief Minist will be ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Black Friday I am go to be work but on my lunch break I 'm get some sneaker and Levi 's &amp polo  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I like how it doe not even look like they are put the product on their face  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
||T|| In Taipei Taiwan have a great time so far the intern faculti is realli good my lectur is tomorrow Bye  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
| | T | | In Taipei Taiwan have a great time so far the intern faculti is realli good my lectur is tomorrow Bye  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
| | T | | In Taipei Taiwan have a great time so far the intern faculti is realli good my lectur is tomorrow Bye  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I do not so make sure you have your own sleep arrang such as a tent  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
Richard Power is a brilliant writer is not he ?  positive 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 
Appl 's iPhon event Join us Wednesday live blog The Lam Research Theater at the Yerba Buena Center f. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Rise and shine get the field in good shape befor Pro Day tomorrow ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Aargh I have been told tonight will probabl go late  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
John Henson may have left UNC but he ha n't stop poster dooki ||U||  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
Im readi for Saturday to be in Chapel Hill watch Mike Glennon and compani give the Tarheel the busi !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Christma at Threshold new seri and lot of new element begin tomorrow Hope to see you there !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Owe me $ 19 Cloth is 9 and costum is estim at 10 Btw we owe Jame $ for studiow rental too \ u002c that one he collect from us separ  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
100 Day in 100 Minut ! Tonight in Orono Friday in Rockport Sunday in Belfast Don't miss it ! ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
last day yahoo but i have alreadi jot 50ish to do item off to bulgaria tomorrow morn  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
last day yahoo but i have alreadi jot 50ish to do item off to bulgaria tomorrow morn  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Tomorrow morning 8am at Eko Hotel it will be anoth awesom time in God 's Holi Presenc We look forward to see you all Good night  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Tomorrow morn 8am at Eko Hotel it will be anoth awesom time in God 's Holi Presenc We look forward to see you all Good night  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
My dear \ u002cadd oil ah. I will have meet at 330. I think it will a brief one. I miss you veri much !  positive 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 
||T|| ||T|| Mint Warehous for Circoloco mate get involv ! will come leed tomorrow day Weston ! x  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Join us next Thursday for thi screen at the Creativ Allianc I 'm in the movi ! ! It should be a great,. ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Wow it is like a light ha just been turn on !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
In case you have n't heard Orono 's Brian Butterfield is the new 3rd base coach ! ||T|| talk about the hire on ||T|| at 6 !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
Anoth 4 hour of Scienc tomorrow befor I 'm at my grandma 's for three day and KWVR for the HST and Standard 4 on Saturday !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
I just woke up So what time you free to come out ?  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
I just woke up So what time you free to come out ?  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
Quevega is even money to win the World Hurdl with ||T|| Well Happi Thursday to me  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
To all of you watch Kina Granni tomorrow it still a GO stay safe everyon ! ||T|| ||T|| ||T|| ||T||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Watch Scouts Airforc &amp Armi St John 's Ambul &amp Polic march through Lichfield for a Remembr Servic at the Cathedr v proud  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Fall Youth Soccer begin August 13th ! Have you regist yet ? Plus new soccer skill night ! ||U||  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
25-year-old Dalla Seavey win Iditarod Dalla Seavey won the Iditarod Trail Sled Dog Race Tuesday becom the y. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
choos a colour. Just some silli test la.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
choo a colour Just some silli test la  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I wa hold my breath hope it would not be left forgotten or on a list of thing for him to get to later  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
||T|| Im sad I never saw you at Phoenix Comicon but I didnt spend much time in the exhibit hall after friday  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
at CherylCol 's on MTV Hit in 30 minut take us behind the scene of her Under The Sun video  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Pepe Reina believ the stylish manner of Liverpool 's 3-0 victori over FC Gomel on Thursday. ||U|| LFC Websit  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| &lt 3....But you realli shiuld go to bed sinc you got HSPA tomorrow ok babe I LOVE YOU ! ! ! Mwaxhhhh * Night&lt 3 ^ ^  positive 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1 
||T|| I may have to do that e1 Did you see my Disney pictur from Star War Weekend ?  positive 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
Cabaret at Warner tonight then a matine show at Eastbourn tomorrow Wednesday off to the King Theatre Southsea Have a happi week.  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
wish you happi Holi 08 March PUTHUMUGANG THEVAI Inform about Scienc &amp Technolog Course. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
The Bucks John Henson is hit at the knee by a fall Ilyasova Doe n't look good He goe to the locker room Bull up 85-75 end of 3rd  negative 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
What \ u2019 the best IT poli in Singapor ? Is there someth like a statist ?  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
||T|| Perfect day at Peover Park yesterday Lot of fun sun and more dog than Cruft Nice man bought Knutsford bear from KHC stand  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
5th ward about to run nitemov tonight  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Apr ? s le bacc,i 'm go to work in USAID and UNICEF,that 's for sure !  positive 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
Apr ? s le bacc,i 'm go to work in USAID and UNICEF,that 's for sure !  negative 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
3 hour later still on the phone with ||T|| on my 7th person now Fun Friday !  negative 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
3 hour later still on the phone with | | T | | on my 7th person now Fun Friday !  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
I wa truli flabbergast and a littl disgust with the state of human when I saw them  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Roll on Thursday when I can get back to the gym 6 week of do noth but drink and eat crap sinc Leed Festiv is take it toll  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Give me back my industri my cartilag my tragu !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
at itsthedarci I have a feel that on vinyl may be the ultim way to listen to Aja I 'd love to have this..  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
There 's lot to do thi weekend ! The Polish Festival the Tast of Melbourn &amp more ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Dane is go to turn 13 tomorrow....OMG i tot she 's go to turn 15 ! I tot it 'll onli took her 2 year to properli join sexi love danc  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Befor 6 o'clock Brian and I had to go in and say goodby becaus there is no treatment for felin leukemia  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Champion Hurdl Tip Hurrican Fli bid to retain the Champion Hurdl Rubi Walsh ride Hurrican Fli on t. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| Yeah I saw Reakwon at Soundset and mani time befor Still want to go but you know If it wa n't a Sunday freak night.  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
At the Chevi Youth Soccer clinic on Tue A wa too young to play but pretti stoke with hi free shirt ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| haha oohh yeah I actual had the same thought when I saw RNDM on Sunday !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
| | T | | haha oohh yeah I actual had the same thought when I saw RNDM on Sunday !  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
oh my god you guy can we talk about that episod of crimin mind ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Monday 's Look of the Day the Kahri Blaze of Glori Dress is crinkl silk chiffon and lace with gold metallic. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Kim Hyung Jun give SS501 fan much need reassur about the fate of the group Read it all here ! ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Le 1D aiment le soleil let 's go crazi crazi till we see the sun i want to stay UAN and jump around until we see the sun i 'm a sun !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Le 1D aiment le soleil let 's go crazi crazi till we see the sun i want to stay UAN and jump around until we see the sun i 'm a sun !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Hey pple. Cant meet your to shop \ u002c becaus watchin movie. After my movi den call your to see if your still ard.  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Who is readi for the WVU Tailgat ? Stop by in front of the Lair next Wednesday from 10am-noon for food games,. ||U||  neutral 0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 
After a day of racing the 2nd floor is readi to get to the Comcast Center for the annual formal crew dinner  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Circoloco lineup next Monday ha just made my day  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Circoloco lineup next Monday ha just made my day  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Laog do you think it \ u2019 a good time to take basic theori test now ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Ya \ u002c it \ u2019 Gon not applic b tough 4 u. Yeah \ u002c it \ u2019 my first choice. Dunno whi i chose tt oso.  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Tonight 's the night ! 29th annual King Royal at Eldora Speedway !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Susan Boyl live the dream Sunday Night Yahoo ! 7 News Yahoo ! 7 TV ||U|| via ||T||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Susan Boyl live the dream Sunday Night Yahoo ! 7 News Yahoo ! 7 TV | | U | | via | | T | |  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| Doe anyon els find it odd jump on April Jone bandwagon,but didnt say word about Tia Sharp where FAMILi involv ?  negative 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 
||T|| would you interest in a five a side footi tournement Jan 12 at Warner with Sean Dale it my lad danc crew ?  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
||T|| let bounc to Wrestlemania 29th in NYC Undertak is truli the last one left of the 90 era The Rock gon compet too  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Chuck Close share hi best-kept secret with ||T|| on the eve of hi new show open Thursday ||T|| http://t.co/GfgL17wj  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
The first Star War Weekend with ||T|| be a part of the Disney famili run from May 17-June 9 Fri/Sat/Sun ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
I go to Jiujitsu train tomorrow want to fight with strong guy hihi  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| you me and ||T|| should skip Knaus class tomorrow morn and go get breakfast at perkin e1  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
| | T | | you me and | | T | | should skip Knau class tomorrow morn and go get breakfast at perkin e1  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Good luck to everyon at Ironman Wale tomorrow hope you all have a great day !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Check off the one you have read too not just in 2007 but anytim LLLINKKK View Poll Bandwagon book poll  neutral 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
Check off the one you have read too not just in 2007 but anytim LLLINKKK View Poll Bandwagon book poll  neutral 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
UFO goe into VOLCANO | Octob 26 2012 | Mexico | What do you guy think ? ||U||  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
UFO goe into VOLCANO | Octob 26 2012 | Mexico | What do you guy think ? | | U | |  positive 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
Huh mean comput science. Y they like that one push here and there.  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Cant wait to watch the debat tomorrow night If Romney grill Obama as hard as he did Gingrich in FL Romney will wipe the floor with Obama  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
anybodi want to watch LOTR tmr ? we \ u2019ll go for the earliest slot ? ?  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
at ForeignPressCtr Live webcast tomorrow 3 30pmET with former ||T|| Secretari Gen Kofi Annan ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
On Juli 24th the truck will make their debut at Toni Stewart 's raceway Eldora Speedway ! Whose look forward to thi race ?  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
Oh. Ok \ u002c when you go to finish tuition let me noe...U feel like go anot ? If you wan \ u002c i go with you lor. Tmr oso can  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
'The Dark Tower Russel Crow Set To Replac Javier Bardem Warner May Save The Project Just in case you wer. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
